Date,P1 : ]0 - 3] kW,P2 : ]3 - 9] kW,P3 : ]9 - 100] kW,P4 : ]100 - 250] kW,P5 : ]250 - 1000] kW,P6 : ]1000 - 12000] kW,P7 : > 12000 kW
20201105,3284181439.0,1315593367.0,6617503725.0,6212015782.0,6468932780.0,158100800407.0,20989209393.0
20201106,3198694055.0,1133755799.0,5728355962.0,5628107956.0,6322211742.0,170158640352.0,22903608669.0
20201107,2272300741.0,559666061.0,2966181121.0,3842778192.0,5900128546.0,143243631790.0,19043198138.0
20201108,2567917135.0,849290128.0,4353559980.0,4684145394.0,6014064010.0,114075659826.0,15549841261.0
20201109,2679128790.0,1002741080.0,5051582275.0,5143957856.0,6133541401.0,93858435657.0,9105220586.0
20201110,2335420711.0,756967712.0,3894061652.0,4407952068.0,6161614663.0,74301057134.0,4768981237.0
20201111,2520383684.0,913437441.0,4620525033.0,4893007152.0,6164435822.0,114725385701.0,11607615449.0
20201112,2762536158.0,1072252146.0,5328019885.0,5291682980.0,6033755668.0,136347813777.0,19233859272.0
20201113,2290241707.0,731557306.0,3715266373.0,4263223916.0,5825253717.0,144805826121.0,20555797930.0
20201114,2428514820.0,817064173.0,4143709803.0,4529992731.0,5793430596.0,192638589022.0,27236117104.0
20201115,1849118233.0,407682399.0,2227673675.0,3261242133.0,5278495963.0,272333987710.0,45767416066.0
20201116,2264985224.0,546826064.0,2872257087.0,3777533742.0,6052748855.0,185733203984.0,26926908384.0
20201117,2397142726.0,774405770.0,3930988483.0,4466112468.0,6317404685.0,121049038078.0,13424592293.0
20201118,2644280264.0,950729931.0,4722419236.0,4966480802.0,6124991938.0,163349813808.0,23480234743.0
20201119,2347697569.0,692996412.0,3534883728.0,4194462979.0,5923446383.0,185701904887.0,26828447399.0
20201120,2244991732.0,697418703.0,3536590416.0,4224147492.0,6214188974.0,105652100991.0,8572689577.0
20201121,2465455853.0,908512745.0,4510669271.0,4832641651.0,6091335536.0,114289202515.0,12979485744.0
20201122,2244559495.0,854778798.0,4255107972.0,4625743457.0,5775715212.0,84614220788.0,7298430695.0
20201123,2151479848.0,779335344.0,3902878577.0,4372853635.0,5672019421.0,72996425967.0,4372001021.0
20201124,2291315629.0,799224962.0,3973890380.0,4385896164.0,5711153918.0,119676869890.0,14049420319.0
20201125,2287970827.0,688047608.0,3481542073.0,4048542259.0,5531911530.0,136808767977.0,18023345011.0
20201126,2257072585.0,705504130.0,3527290946.0,4083004198.0,5492735905.0,96956721251.0,8362728348.0
20201127,2045010727.0,561520862.0,2880803928.0,3674281099.0,5521427318.0,93863857279.0,9213171141.0
20201128,2226707144.0,712819313.0,3562780993.0,4085985923.0,5385922194.0,125672506711.0,15915226091.0
20201129,2066061250.0,726558158.0,3658636737.0,4145040187.0,5294634985.0,118094250243.0,12992388331.0
20201130,2130097319.0,731835417.0,3667644342.0,4123773048.0,5293554807.0,105489420289.0,10826248190.0
20201201,1829377244.0,358822795.0,2021254587.0,3077739784.0,5105340624.0,181404017931.0,27243357047.0
20201202,1663888887.0,335217048.0,1944057201.0,3066942427.0,5418277463.0,109413648751.0,9765009601.0
20201203,1742873519.0,308784435.0,1819668730.0,3017394688.0,5407753996.0,198227690622.0,32046997100.0
20201204,1817303174.0,366607213.0,2065601512.0,3259394544.0,5647677230.0,192629993084.0,31456485219.0
20201205,1775500842.0,402207498.0,2262607264.0,3426589926.0,5888988705.0,152924359317.0,21590783729.0
20201206,1655254603.0,407385885.0,2292581171.0,3422905565.0,5841394035.0,102774004189.0,8892864444.0
20201207,1590310578.0,266274142.0,1625928447.0,3034188147.0,5829568273.0,92398181830.0,8185346228.0
20201208,1120581643.0,448493487.0,2270560798.0,3555171808.0,6037758626.0,102242835745.0,8708618470.0
20201209,980565203.0,347987483.0,1814381360.0,3292593976.0,6180127708.0,111902559034.0,9012692782.0
20201210,1056679855.0,374777574.0,1929316862.0,3380942865.0,6021851267.0,142712066074.0,18897166266.0
20201211,836616349.0,235963006.0,1255412216.0,2963926698.0,6018792243.0,179638619555.0,27597279420.0
20201212,1181721417.0,478924720.0,2448251794.0,3734623147.0,6293036293.0,158111047852.0,19150654597.0
20201213,1121047094.0,446623741.0,2286649839.0,3745460933.0,6788200074.0,172143256128.0,24597959111.0
20201214,1018634203.0,313942357.0,1642917123.0,3404407701.0,7058567542.0,188868851578.0,29543050055.0
20201215,1073758766.0,371975472.0,1922144918.0,3601148388.0,7491868197.0,129991513406.0,15867847551.0
20201216,1321188333.0,503101715.0,2568017816.0,4048349239.0,7840878824.0,172095076155.0,23675232629.0
20201217,1253494830.0,452631979.0,2329049667.0,3898221598.0,7795127851.0,147200992731.0,20615923709.0
20201218,1371691139.0,535662612.0,2734305933.0,4175102357.0,8013565236.0,190603266356.0,27382236719.0
20201219,1084823981.0,352192394.0,1851304206.0,3625109837.0,7949187394.0,216983651819.0,35503098159.0
20201220,1219787278.0,510026005.0,2580183525.0,4113213107.0,7811438085.0,143168413118.0,19706875371.0
20201221,866339460.0,218302577.0,1200926123.0,3248699531.0,7757577722.0,242119302894.0,39706892413.0
20201222,1260863533.0,455733291.0,2343870170.0,3955594454.0,7981216719.0,222152455946.0,35005196073.0
20201223,957936749.0,283896875.0,1491381421.0,3414665266.0,7837469980.0,227935793687.0,36349094449.0
20201224,1080803145.0,306632100.0,1612312981.0,3483289632.0,7889951001.0,233235252943.0,36363603204.0
20201225,1445743701.0,478109605.0,2501099274.0,3969343713.0,7989857572.0,163863448534.0,21445691394.0
20201226,1326539327.0,531871741.0,2723614530.0,4153519863.0,7903097651.0,170702767256.0,22542664884.0
20201227,839128790.0,180955048.0,1013361438.0,3088826568.0,7457084868.0,252177780613.0,41248869898.0
20201228,979940117.0,293226218.0,1557743468.0,3345624646.0,7538565268.0,198320790069.0,28240927226.0
20201229,1102399053.0,409079326.0,2103104845.0,3616827156.0,7381539469.0,139311242122.0,16808748598.0
20201230,1213323069.0,443167172.0,2285415826.0,3757339655.0,7464608419.0,125167002277.0,14085337580.0
20201231,1460843376.0,414113074.0,2225748403.0,3694890326.0,7422554237.0,124337667620.0,16034885096.0
